price,bedrooms,bathrooms,sqft_living,floors,year_built,zipcode
500000,4,3,3010,2,2006,98133
650000,4,3,2770,2,2001,98053
646000,4,3,2310,2,2008,98117
323400,4,3,2060,1,1992,98092
300000,3,3,1880,2,2007,98038
712500,5,2,2280,2,1947,98105
550000,3,2,1380,2,1900,98122
400000,3,1,1180,1,1969,98034
255000,4,2,1650,1,1977,98031
660000,3,2,2030,2,1963,98008
925000,4,2,2110,1,1941,98115
534000,4,2,2130,1,1965,98008
215000,3,1,1690,1,1969,98003
1.95E+06,3,3,2510,2,1968,98034
1.40E+06,5,4,3530,2,2001,98040
384000,5,3,3220,2,1999,98001
265000,3,2,1840,1,1966,98023
400000,3,2,1860,2,1918,98116
311500,4,3,1940,2,1992,98031
1.83E+06,3,4,6030,2,1991,98004
225000,2,1,800,1,1944,98178
1.25E+06,4,3,3700,1,1988,98006
380000,3,1,1400,1,1948,98146
600000,4,3,2250,2,1991,98034
600000,3,2,2230,2,1987,98007
315000,3,3,1950,2,2001,98146
847000,5,1,2550,3,1905,98122
730000,4,3,2750,2,1998,98075
1.90E+06,3,3,2660,2,1992,98004
1.62E+06,4,2,2350,2,1977,98039
664000,2,2,1720,1,1948,98118
454450,4,3,2810,2,2007,98038
341000,3,1,940,1,1955,98103
276693,4,1,1190,2,1946,98155
185000,2,1,1390,1,1969,98168
160000,2,3,1660,2,1981,98042
270000,4,3,1920,2,1998,98092
300000,4,2,1460,1,1958,98166
264950,3,2,1370,1,1957,98022
209950,2,1,1050,1,1943,98168
850000,3,3,3360,2,2006,98053
645000,4,3,3160,2,1983,98074
855000,4,2,2480,2,1973,98005
632500,4,2,2720,2,1994,98077
289950,3,3,2070,2,1987,98023
850000,2,2,2170,1,1952,98177
565000,4,3,3260,2,2013,98059
792000,3,3,2250,2,1999,98074
260000,3,2,1950,1,1987,98092
585000,3,2,2220,1,1991,98019
295500,3,2,1330,1,1981,98055
329000,4,2,1190,2,1946,98155
750000,3,2,2770,1,1976,98006
495000,4,3,2310,2,1997,98155
672500,3,2,1580,1,1947,98199
1.31E+06,5,3,2800,2,1932,98109
405000,3,3,1500,2,1994,98011
620000,3,2,2140,1,1947,98119
615000,4,2,2330,1,1973,98006
887000,6,2,3830,1,1962,98008
1.06E+06,4,3,4510,3,1941,98117
753000,4,2,2160,1,1974,98005
1.60E+06,3,2,3170,2,1975,98102
3.71E+06,4,4,5550,2,2000,98039
365000,3,2,1520,1,1954,98133
870000,4,3,3410,2,1982,98006
321000,4,3,1830,2,2003,98038
210000,4,2,1500,2,1999,98001
288000,3,3,1520,2,2004,98038
248500,3,2,1240,1,1939,98023
330000,4,3,2380,2,1999,98188
740000,5,4,2720,2,1988,98052
445000,3,3,2210,2,1998,98045
198500,2,1,1050,1,1959,98023
280000,7,3,1940,2,1994,98092
336500,3,2,1420,2,1981,98034
720000,4,3,3450,2,2002,98010
315000,3,1,1160,1,1968,98077
545000,4,3,2040,2,1988,98074
482000,4,3,2846,2,2000,98001
500000,2,1,1440,1,1948,98115
299000,3,1,1390,2,1954,98155
420000,3,3,1470,2,2005,98029
620000,3,3,1776,3,2006,98103
575950,3,2,1640,1,1967,98008
666500,4,3,2860,2,2000,98074
180000,4,2,1740,1,1962,98168
261350,3,2,1390,1,1962,98023
1.03E+06,4,4,2730,1,1948,98199
390000,3,2,1435,1,1969,98058
253500,3,1,1640,1,1954,98003
625000,4,3,2630,2,1986,98072
255000,4,3,1580,1,1959,98059
257000,3,3,1740,2,2009,98002
869000,2,2,1900,1,1954,98178
745000,4,3,3130,2,1990,98075
1.35E+06,4,4,3500,2,1999,98040
350000,3,2,2130,1,1956,98166
475000,3,3,950,2,2003,98102
540000,3,3,1720,2,1987,98052
175000,2,1,830,1,1996,98038
100000,2,1,660,1,1912,98032
890000,5,1,2590,2,1907,98122
280000,3,3,1550,2,2000,98001
1.05E+06,4,4,4390,2,2003,98029
486000,4,3,3560,2,1988,98023
670000,5,3,2860,2,1958,98065
480000,3,3,1640,2,1987,98029
440000,3,2,1500,1,1947,98118
1.50E+06,3,3,3990,2,1922,98144
743700,4,3,2610,2,1988,98053
449950,3,2,1470,1,1988,98117
367000,2,1,700,1,1945,98117
1.19E+06,4,3,3960,2,2001,98059
201000,3,1,900,1,1959,98002
575000,3,2,2010,2,1922,98112
280000,3,3,1600,2,2000,98001
190000,3,1,1510,1,1946,98002
742500,2,3,2020,1,1952,98117
875000,6,4,4430,2,2001,98056
1.39E+06,4,4,4010,2,1990,98040
600000,4,2,3070,2,1970,98034
207000,3,2,1460,1,1956,98003
650000,4,3,3260,2,2003,98065
275000,2,1,830,1,1922,98126
1.20E+06,4,3,2390,2,1924,98102
262500,3,2,1130,1,1944,98166
399000,2,1,1120,1,1946,98125
139000,4,2,1410,1,1966,98030
575000,3,3,1750,2,1991,98033
580000,2,1,1040,1,1926,98103
468000,3,2,1630,2,2004,98053
230000,3,1,1380,1,1963,98023
675000,4,4,3680,2,1990,98074
318000,3,1,1250,1,1970,98072
332100,5,4,2660,2,1996,98092
175000,2,1,620,1,1963,98168
817000,4,2,2600,2,1979,98006
1.20E+06,4,3,2150,2,1953,98039
525000,3,2,1470,1,1916,98126
189000,3,1,1380,2,1915,98002
629950,3,3,1680,2,2014,98119
641500,1,1,1000,1,1950,98146
490000,3,2,1630,1,1983,98034
415000,3,2,1790,1,1976,98072
250000,2,1,890,1,1951,98115
1.57E+06,4,3,2810,2,1993,98004
400000,4,2,2420,1,1973,98133
935000,4,3,3680,2,2008,98115
575000,4,3,3020,1,1979,98155
1.66E+06,4,3,4240,2,2006,98033
302300,5,3,3130,1,1973,98023
355000,2,1,900,1,1940,98126
1.54E+06,3,2,2880,1,1958,98033
926250,4,2,2390,1,1964,98040
300000,3,2,1450,1,1955,98166
361500,3,2,1070,1,1978,98052
616000,3,2,1740,1,1963,98040
395000,2,2,1210,2,2014,98029
245000,3,2,2100,1,1954,98198
206000,3,1,1060,1,1962,98023
706000,4,3,3280,1,1972,98188
578000,3,2,1660,2,1937,98199
341950,5,3,3070,2,2005,98042
305000,3,1,1150,1,1922,98033
575000,3,3,1710,1,1909,98119
330000,3,1,1180,1,1959,98027
445000,4,2,2130,2,1972,98034
333000,3,1,1050,1,1951,98126
598500,4,3,2520,2,2005,98027
225000,2,1,700,1,1943,98055
570000,4,3,2640,2,1998,98074
630000,5,2,2330,1,1956,98115
779000,5,2,2830,2,1977,98006
760000,4,4,3720,2,2004,98065
322968,5,2,1890,1,1960,98028
595000,4,3,2910,2,1998,98065
321000,4,1,1300,1,1941,98056
653000,3,2,2770,2,1985,98072
750000,4,2,2520,1,1960,98146
530000,3,1,1340,1,1910,98105
352750,2,2,1060,2,2008,98144
424950,4,3,2480,2,1992,98038
427000,5,3,2220,1,1973,98144
558000,4,3,3220,2,2000,98118
438200,2,2,1600,1,1954,98115
340000,1,1,640,1,1918,98136
830005,4,4,3610,3,1994,98117
548000,4,3,3420,2,2008,98019
411715,3,2,1840,1,1952,98108
865000,4,4,2790,2,1999,98005
1.75E+06,6,4,5860,2,2013,98006
688000,3,3,3450,2,1983,98074
399950,4,3,2350,2,2003,98038
555000,3,1,1250,2,1903,98115
677000,3,2,2000,1,1916,98103
539000,3,2,2260,1,1985,98074
410000,3,2,1510,1,1939,98144
472000,2,2,1800,2,1979,98008
755000,3,3,2420,1,1957,98118
269900,5,2,1750,1,1966,98031
667400,4,3,2660,2,1977,98072
1.45E+06,4,4,2820,2,1995,98004
544000,3,3,1460,2,2007,98117
800000,2,1,1570,2,1924,98144
315000,3,1,1010,1,1975,98074
227000,4,1,1200,2,1944,98178
765000,4,3,4040,2,2000,98038
625000,3,3,1820,3,2006,98119
1.88E+06,4,5,5810,2,2004,98033
822600,4,3,3010,1,1979,98006
515000,4,3,1910,1,1970,98011
377000,4,2,1640,1,1982,98106
600000,3,1,1480,1,1954,98136
525300,4,2,2520,1,1965,98177
760000,4,3,2840,1,1974,98034
202000,2,1,840,1,1907,98032
470000,3,2,1730,1,1997,98038
810000,3,3,3140,2,1991,98075
175000,3,1,1480,1,1967,98188
440000,4,2,1920,1,1952,98125
197000,2,1,770,1,1951,98146
254000,3,1,1010,1,1943,98056
405000,3,1,1460,2,2002,98074
416000,2,1,940,1,1949,98126
779950,4,3,2840,3,2014,98052
200000,4,3,1910,1,1980,98030
658100,4,3,2430,2,1992,98029
397000,2,2,1610,1,1996,98118
815000,3,4,2780,2,1999,98007
345000,2,1,1160,1,1949,98155
305500,4,3,1850,2,1989,98031
340000,3,2,2120,1,1997,98002
330000,5,3,2620,1,1979,98034
269000,4,3,2060,2,2004,98198
349950,3,1,1060,1,1966,98052
431000,3,1,1500,1,1953,98125
735000,4,2,2380,2,1946,98105
414000,5,3,3045,2,1999,98058
619500,3,3,1700,2,1992,98122
675000,3,2,1240,1,1957,98033
380500,3,1,1410,1,1971,98034
253000,3,2,880,1,1945,98178
157500,2,1,740,1,1949,98031
627000,4,2,2030,1,1976,98052
469500,4,3,2090,1,2001,98034
319950,2,1,920,1,1939,98146
249500,3,1,1180,1,1968,98058
485000,3,1,1260,2,1907,98119
1.13E+06,5,3,3690,1,1967,98005
314500,3,2,1700,1,1978,98038
220000,2,1,770,1,1948,98155
444950,3,3,2020,1,1958,98133
598000,4,3,2030,1,1985,98115
699850,4,4,2690,2,2002,98075
595000,3,3,1750,2,1991,98033
735000,4,3,3270,2,1993,98053
542500,4,3,2330,2,1978,98007
450000,3,2,1720,1,1978,98052
298500,3,2,2420,1,1959,98188
403950,2,1,710,2,1943,98102
271000,2,1,710,1,1942,98106
335000,2,1,1510,1,1923,98133
305000,2,2,1610,2,1979,98056
630000,3,3,1880,2,2007,98107
253000,2,2,1220,1,1921,98055
395000,4,2,2060,1,1957,98008
265000,3,3,1340,1,1981,98042
225000,2,1,1030,1,1959,98058
245000,4,3,1700,2,2000,98001
300000,2,2,1360,1,1975,98177
255000,2,1,1260,2,1945,98178
337000,4,3,2240,2,1992,98155
324900,3,2,2080,2,1988,98092
821000,3,3,2760,1,1967,98040
500000,4,3,3000,1,1975,98038
885000,4,4,3310,2,2010,98136
360000,4,2,1630,1,1968,98077
304000,3,1,900,1,1972,98034
376000,2,1,880,1,1918,98118
425000,4,2,1620,1,1956,98008
1.18E+06,3,2,1610,1,1973,98112
187000,3,3,1730,2,2005,98166
710000,2,2,1640,2,1916,98105
585000,3,2,1840,1,1974,98033
1.40E+06,5,4,4700,2,2002,98006
3.20E+06,3,3,4560,1,1995,98004
290000,3,3,1600,2,2000,98001
950000,4,3,3800,2,1986,98006
725000,3,3,2980,2,1992,98075
505000,4,3,2780,1,1978,98034
90000,1,1,560,1,1947,98106
400000,4,2,2060,2,1968,98118
407000,3,1,1140,1,1954,98177
651000,3,2,1890,2,1919,98105
485000,3,2,2090,1,1978,98155
460000,4,3,3460,2,1932,98022
369000,2,1,1320,1,1942,98126
355000,2,1,1240,1,1943,98070
155000,2,1,810,1,1980,98118
1.00E+06,3,1,1880,2,1924,98112
419625,4,3,2680,2,1988,98058
435000,3,2,2040,2,1954,98133
379000,4,2,2180,1,1977,98056
293000,4,2,1870,2,2009,98038
592100,4,3,2310,1,1989,98006
362000,3,2,1120,1,1944,98011
227000,3,1,1340,1,1959,98178
335500,3,2,1260,1,1970,98011
430000,3,2,1810,2,2002,98010
338000,5,3,2400,2,2004,98042
163500,3,1,940,1,1954,98002
199988,2,1,860,1,1949,98178
1.19E+06,3,2,2390,1,1948,98105
320000,4,3,3130,2,2005,98042
450000,6,2,3550,1,1948,98125
249900,2,2,1470,2,2005,98038
223000,2,1,910,1,1957,98058
631000,4,4,2630,1,1963,98055
350000,4,2,1780,1,1963,98055
279000,3,2,1430,1,1925,98065
310000,5,2,2730,1,1962,98058
185000,2,1,900,1,1954,98198
445000,3,3,1740,1,1977,98070
365000,4,3,2905,2,2003,98031
333500,3,2,2230,1,1959,98146
385000,3,2,1680,1,1960,98177
345000,3,2,1240,1,1954,98006
1.26E+06,3,3,3230,2,1998,98116
440000,4,3,2560,1,1965,98027
444500,3,3,2600,2,2002,98065
340000,4,1,1200,1,1972,98070
680000,4,1,1660,2,1915,98117
420000,3,2,1140,1,1982,98033
438500,3,2,3050,2,1988,98092
109500,2,1,800,1,1942,98168
461000,4,3,1700,1,1964,98133
968000,4,2,2630,1,1963,98040
355000,3,2,1960,1,1950,98106
249000,3,2,1180,1,1962,98058
256500,5,3,1960,1,1969,98058
1.22E+06,3,2,2640,1,1995,98004
269000,3,2,1950,1,1966,98023
1.35E+06,4,4,3600,2,1947,98112
885000,3,2,2060,1,1975,98040
455000,3,2,1640,1,1971,98034
980000,4,3,2730,2,1909,98119
412500,3,2,1530,1,1942,98126
740000,4,4,3060,2,2007,98029
1.30E+06,4,2,2860,2,1933,98199
326000,2,2,1030,3,2008,98103
568500,4,3,2460,2,1998,98074
620000,4,3,2500,2,2013,98056
283000,3,2,1830,2,1947,98106
875000,6,3,2820,2,1917,98105
1.31E+06,4,2,3750,2,1924,98115
289950,3,3,2070,2,2003,98092
252500,3,3,1780,1,1974,98031
376000,4,2,2200,1,1959,98056
635700,4,3,3240,1,1977,98074
710000,4,3,2880,2,1996,98075
440000,3,2,1570,1,1947,98177
439000,3,3,3180,1,2006,98056
455000,2,2,1310,2,1970,98052
225000,2,1,910,1,1981,98058
250000,3,1,1460,1,1959,98058
585000,4,3,3410,2,1992,98027
685000,3,2,2720,2,1925,98105
420000,5,3,2280,1,1959,98177
245000,2,1,670,1,1960,98144
275000,4,2,1480,1,1957,98055
270000,3,2,2330,1,1986,98023
767250,4,3,2170,2,1997,98115
229000,3,2,1760,1,1943,98166
400000,3,1,1240,2,1928,98106
2.20E+06,5,3,5210,3,1911,98136
665000,5,2,2800,1,1963,98033
500000,4,2,2060,2,1988,98077
579000,3,3,3160,2,2002,98010
369000,4,3,2370,2,1998,98042
338500,2,1,720,1,1951,98125
256000,3,1,950,1,1949,98118
470000,3,3,1980,2,1994,98045
675000,3,3,2540,2,1940,98177
369950,4,3,2760,1,1997,98042
615000,5,4,2950,2,2005,98065
1.20E+06,5,3,3640,2,1996,98006
950000,3,2,2150,2,1921,98112
799500,4,3,2760,2,1993,98112
187000,2,1,840,1,1952,98168
598000,5,2,2890,2,1977,98074
429950,3,2,2060,1,1967,98155
347950,5,2,1700,2,1962,98059
851000,3,3,3560,2,1987,98053
205000,3,1,1210,1,1957,98146
225000,3,2,1590,1,1979,98092
705000,4,2,2620,1,1979,98075
535000,5,3,3190,2,2003,98059
222500,3,2,1450,2,1990,98022
313500,2,2,1270,2,2006,98106
632000,3,2,2730,2,1992,98011
467000,3,2,1840,2,2012,98155
339000,3,2,1970,1,1978,98030
712000,3,3,3200,2,2004,98075
335000,3,1,1060,1,1967,98028
470000,3,3,1740,2,2007,98116
367000,3,1,810,1,1968,98052
440500,3,3,2460,2,2007,98065
305000,4,1,2100,1,1968,98058
635000,3,2,1530,1,1948,98117
1.02E+06,3,2,1670,2,1903,98119
342000,2,3,1175,2,2005,98103
283000,3,2,2130,1,1978,98030
430000,4,3,2470,1,1978,98022
480000,4,3,3230,2,2001,98001
355500,3,3,2600,2,2004,98038
395000,3,1,1460,1,1934,98115
324900,4,2,2010,2,1988,98032
660000,3,2,1320,2,1918,98116
570000,3,3,3150,2,1990,98058
552321,3,3,1960,2,1984,98052
1.61E+06,4,3,4270,2,1996,98004
355000,4,3,2590,2,2001,98001
402000,2,1,1210,2,1922,98136
470000,3,2,1830,1,1963,98027
395900,3,2,1880,1,1927,98155
442000,2,2,860,1,1948,98103
795000,4,3,2890,2,1997,98077
190500,3,2,1390,1,1980,98003
808000,4,3,3340,2,1996,98027
500000,4,3,2040,2,1998,98133
775000,4,3,3010,2,1996,98075
300000,5,2,2110,1,1962,98133
496000,5,2,2110,1,1962,98133
448000,4,3,2510,2,2006,98038
645000,2,2,2770,1,1969,98070
464600,3,2,1120,2,1925,98136
590000,3,1,1530,2,1901,98122
399000,3,3,1800,2,2004,98118
305000,2,1,1030,1,1925,98118
478000,3,2,1210,1,1976,98034
598800,1,1,1090,1,1958,98014
430000,4,2,1790,1,1973,98155
433000,4,2,1550,1,1963,98118
420000,4,3,2400,1,1961,98058
585000,4,2,2470,2,1937,98070
255000,3,1,1170,1,1969,98055
305000,3,1,1120,1,1961,98059
396000,4,1,1040,2,1944,98117
347500,4,3,2460,2,1989,98023
900000,4,3,3690,2,1987,98027
425000,3,2,1960,1,1982,98077
429000,3,3,1920,2,1995,98045
540000,3,2,1670,2,2002,98199
324950,3,2,1340,1,1974,98024
1.05E+06,3,2,2610,2,1926,98112
221000,4,2,1540,1,1966,98003
405000,3,2,1640,1,1948,98125
2.08E+06,4,4,4230,2,1997,98004
588000,4,2,1930,1,1972,98008
429000,4,3,2650,2,2001,98001
580000,4,2,2430,2,1928,98144
637000,5,3,2460,1,1991,98006
704000,4,2,2490,1,1953,98199
210000,2,1,880,1,1938,98168
772000,4,3,2110,2,2000,98117
763000,4,2,1850,2,1941,98117
213500,2,2,2060,2,1930,98030
255000,2,1,1360,1,1924,98155
423500,3,2,2000,1,1978,98033
520000,3,2,1810,1,1954,98177
550000,3,3,2230,1,1977,98075
795000,3,3,1820,1,1997,98116
495000,4,3,2740,2,2003,98072
455000,4,3,2710,2,1997,98058
85000,2,1,910,1,1947,98032
239000,4,2,1980,2,1924,98055
184900,3,1,1040,1,1959,98023
386000,4,2,2810,1,1979,98058
415000,4,3,2000,2,1999,98133
387000,3,1,1530,1,1962,98118
2.14E+06,6,4,5110,3,1906,98112
685000,4,2,3133,2,1965,98166
340000,4,3,2020,1,1941,98168
422000,2,1,750,1,1926,98118
442000,3,3,1980,2,1994,98011
280000,3,1,1200,1,1943,98168
1.15E+06,5,3,3580,2,2000,98033
279000,3,3,2010,2,1990,98022
569000,4,2,1730,1,1924,98103
1.36E+06,5,4,5960,2,1984,98008
209950,2,1,860,1,1960,98032
468000,3,2,1370,1,1939,98177
237100,3,2,1360,1,1963,98198
336000,4,3,2530,2,1993,98003
500000,4,2,1680,2,1900,98144
290000,3,3,1580,2,1995,98055
1.19E+06,7,4,3890,2,1968,98117
365000,5,2,1600,2,1927,98126
146300,3,1,1200,1,1975,98092
554000,3,2,1760,1,1977,98005
424000,3,2,1670,1,1972,98034
1.35E+06,4,4,4640,2,2007,98027
508500,4,2,1800,2,1950,98115
244500,3,2,1210,1,1985,98042
206000,2,3,1280,2,2005,98055
643500,3,2,1650,2,1945,98177
372500,4,2,1590,2,1922,98133
630000,5,2,1900,1,1957,98107
418000,2,3,1500,2,2005,98029
425000,4,3,2689,2,2006,98030
800000,4,3,3250,2,2007,98027
208000,2,1,960,1,1951,98168
476000,3,2,1650,1,1977,98075
277500,3,3,1690,2,2003,98023
478000,3,2,2790,1,1970,98027
890000,4,3,2310,3,1979,98122
450000,3,4,1790,3,2000,98199
205000,3,1,1230,1,1965,98003
665000,3,2,1620,2,1929,98115
518000,4,3,2440,1,1966,98133
465000,4,2,2100,2,1979,98033
330000,3,3,3040,2,2003,98092
449400,4,3,2490,2,2007,98056
829000,3,3,2690,1,2007,98053
450000,4,2,2190,1,1964,98034
310000,3,2,1490,1,1959,98059
615000,3,2,2530,2,1985,98072
605000,3,2,2060,1,1947,98103
437500,3,2,1970,2,1977,98027
545000,3,2,1400,2,1925,98117
770000,3,3,3680,1,1985,98052
600000,5,2,3000,2,1975,98052
560000,3,1,1440,2,1910,98103
1.92E+06,5,6,7730,2,2004,98077
457000,3,1,1170,2,1924,98117
585000,2,1,1770,2,1949,98117
560000,3,2,1860,1,1985,98027
345000,2,1,770,1,1917,98116
550000,4,4,3820,2,1955,98108
589950,4,3,3190,2,2006,98038
327000,3,2,1320,1,1970,98059
800000,2,2,1730,2,1947,98070
150000,3,1,1010,1,1966,98014
425000,2,3,1140,3,2007,98107
350000,3,1,860,1,1973,98034
273000,3,2,1540,2,1978,98045
750000,4,2,2160,1,1961,98040
240000,3,2,1450,1,1963,98031
400000,3,2,1830,1,1978,98023
230000,3,2,1630,1,1980,98023
372000,4,3,2500,2,1990,98031
459500,3,2,1470,1,1984,98133
582000,3,3,2380,2,1995,98056
465000,4,3,2170,1,1969,98034
386000,3,2,2120,1,1991,98058
546000,3,3,1530,2,1998,98007
515000,3,3,3430,2,2001,98001
540000,3,3,2860,2,2004,98065
529000,4,2,2800,2,1934,98065
554000,4,1,1120,2,1946,98177
299000,4,3,2400,2,2001,98001
225000,2,1,1010,1,1926,98032
561600,4,3,2350,2,1990,98074
300000,6,5,2860,2,1978,98002
1.65E+06,4,4,4285,2,1946,98199
1.02E+06,4,4,4060,2,2002,98074
339000,4,3,2900,2,2001,98001
400950,2,2,2320,1,1948,98136
620000,4,2,2210,2,1985,98074
449000,4,3,2090,2,1941,98166
630000,4,3,2240,1,1926,98115
336000,2,1,1180,1,1949,98133
299950,4,2,1560,1,1965,98092
352500,4,2,1970,1,1962,98133
150000,2,1,840,1,1925,98055
175000,2,1,840,1,1925,98055
305000,3,2,1830,1,1989,98023
2.57E+06,4,4,4475,2,1999,98033
607500,3,2,1800,1,1941,98117
505000,2,1,1250,1,1920,98117
280500,3,2,2440,1,1962,98198
610000,3,3,2910,2,1993,98058
381000,5,3,3060,2,2003,98042
482000,5,2,2230,1,1978,98077
379950,3,1,1270,1,1977,98034
2.50E+06,4,5,4300,2,1985,98039
425000,3,2,1580,1,1992,98053
580000,4,2,2570,2,1980,98053
1.67E+06,5,4,4320,2,1997,98004
194000,1,1,820,1,2007,98126
546200,4,2,2090,2,1987,98074
1.40E+06,4,4,3560,2,2014,98040
315000,3,2,1860,1,1961,98059
465000,3,2,900,2,1941,98116
650000,4,3,3420,2,2002,98010
795000,4,3,3100,2,1998,98052
265000,4,2,2300,1,1977,98058
1.30E+06,4,3,3110,2,1990,98117
126500,3,1,1130,1,1942,98146
760000,4,3,2920,2,2004,98052
540000,2,1,1230,2,2009,98112
446000,5,3,2190,1,1978,98028
170000,1,1,850,1,1903,98019
379000,3,3,1500,1,1972,98034
1.40E+06,9,4,4620,3,1915,98105
800000,4,3,3150,2,2004,98075
260000,3,1,1300,1,1962,98042
820000,5,3,3160,1,1960,98040
449950,3,2,2070,1,1999,98092
392000,3,2,1790,1,1974,98034
465000,3,3,1650,2,1999,98075
449950,4,3,2070,1,1977,98052
520000,3,2,1580,2,1923,98103
546800,4,2,2170,1,1975,98008
1.13E+06,4,3,2660,2,1999,98004
337000,3,2,1440,1,1985,98155
333000,2,1,720,1,1942,98117
380000,2,2,1120,2,2004,98116
280000,3,3,1970,2,1992,98003
202000,3,2,1420,1,1990,98022
585000,4,3,2250,2,2001,98075
435000,4,2,2630,1,1956,98056
1.20E+06,4,4,4740,2,2003,98053
364000,2,2,1280,2,1992,98144
300000,3,1,1260,1,1946,98115
558000,2,2,1930,1,2006,98053
199950,1,2,1048,1,1942,98055
515000,3,2,1640,1,1962,98006
590000,4,3,2380,2,2004,98136
813500,4,2,2530,1,1964,98005
725000,4,3,2700,2,1992,98033
490000,3,2,2330,2,1971,98074
277000,3,2,2160,2,1994,98022
665000,4,4,3770,2,2003,98010
649800,4,3,2280,2,1995,98033
425000,3,1,1280,2,1903,98122
460000,2,1,850,1,1975,98117
750000,3,3,4610,2,1984,98074
469000,5,3,2690,1,1960,98177
566000,4,2,2440,1,1954,98117
407500,3,3,1930,2,1996,98059
353500,2,1,800,1,1942,98125
524000,3,2,2430,1,1974,98059
650000,4,3,3350,2,2004,98010
547500,3,3,2550,2,1990,98011
264500,3,2,1370,2,1993,98038
507500,3,2,2020,1,1963,98008
560000,3,4,1560,2,2006,98116
995000,5,4,5610,2,1996,98072
835000,6,2,3560,3,1900,98122
440000,3,2,2120,1,1949,98108
1.02E+06,3,3,2920,1,1955,98199
300000,2,1,1340,1,1947,98178
125000,3,1,1230,2,1916,98117
986000,4,4,2840,2,1910,98118
315000,4,3,2080,1,1950,98178
320000,4,3,2070,2,1996,98031
972000,4,3,4010,2,2003,98059
760000,3,3,2190,1,1957,98040
265000,4,3,1730,2,1920,98168
355000,2,1,1250,1,1948,98126
300000,3,1,1300,1,1927,98106
474950,5,3,2080,1,1975,98034
470000,4,2,2180,2,1977,98014
437500,3,1,1630,1,1969,98033
520000,2,2,1840,1,1928,98117
237600,2,1,1370,1,1950,98198
162950,2,1,950,1,1972,98198
457000,3,2,1690,1,1903,98024
635000,3,3,1780,1,1980,98006
735000,4,3,2840,2,1931,98118
910000,2,3,2000,2,1992,98034
346500,3,3,1570,2,2006,98126
655000,4,3,2370,1,1984,98074
425000,3,2,1610,1,1977,98024
137000,3,1,1300,1,1959,98002
557500,3,3,2620,2,1988,98011
792500,4,3,4290,2,2004,98010
830000,5,2,2780,2,1978,98007
949000,4,3,4270,2,1991,98077
420000,3,1,1310,1,1986,98052
353000,2,1,1100,1,1951,98125
560000,3,2,1480,2,1980,98019
445700,3,3,1270,3,2001,98107
226000,4,1,1270,2,1918,98118
358000,3,1,890,1,1960,98056
501000,3,2,1480,1,1954,98006
609000,4,3,3240,1,1972,98155
734950,4,3,4280,2,2002,98092
725000,5,3,3210,1,1968,98007
350500,3,2,1870,1,1975,98072
610000,5,3,3990,1,1962,98112
605125,2,1,1160,1,1940,98115
1.17E+06,4,3,2570,2,2000,98004
550000,3,2,1850,2,1981,98053
335000,2,2,1060,2,2003,98136
397000,3,2,1100,1,1969,98034
679000,4,4,3420,2,2004,98010
240000,3,2,1030,1,1970,98003
262500,2,2,1140,1,1949,98011
440000,3,2,2260,1,1940,98103
160000,3,1,1140,2,1910,98014
427000,4,1,1860,2,1901,98112
920000,4,4,4080,2,2005,98053
2.30E+06,4,3,3280,2,1911,98119
480000,4,3,2870,2,1977,98077
615000,4,2,2300,1,1977,98052
736500,3,2,2230,2,1915,98199
542500,3,3,1920,3,2004,98116
191000,2,1,700,1,1952,98056
730000,4,3,2740,2,1991,98074
1.23E+06,5,2,3440,2,1901,98122
129000,1,1,650,1,1967,98042
284000,3,2,1500,1,1957,98058
645000,3,3,2490,2,2003,98074
218000,3,2,1330,1,1968,98023
675000,4,4,3190,2,1999,98034
575000,3,3,1590,2,1984,98115
225000,2,1,830,1,1950,98133
626000,3,2,1810,2,1989,98033
499950,4,3,2910,2,2001,98168
405000,4,2,2180,1,1956,98155
152500,3,1,1090,1,1969,98092
325000,4,3,2160,2,1994,98031
475300,3,1,2110,1,1924,98033
485000,3,2,2180,1,1967,98126
720000,3,3,2100,2,1919,98122
465000,3,2,1410,1,1924,98133
489000,3,2,1020,1,1930,98115
1.40E+06,4,3,2770,2,2001,98004
288000,3,2,2090,1,1977,98031
225000,3,2,1350,1,1968,98022
499000,3,2,2650,1,1952,98146
632000,5,3,3520,2,1985,98027
580000,3,3,2040,2,1992,98052
730000,4,2,2340,2,1912,98122
325000,4,2,1770,2,1998,98031
421000,3,2,1100,1,1964,98056
316000,3,3,1490,2,1998,98059
415000,2,1,1460,1,1914,98117
401000,3,2,1350,2,2003,98053
229950,3,1,1030,1,1944,98032
539950,3,2,1820,1,1966,98008
335000,3,2,1170,1,1919,98106
339000,3,3,1450,2,2004,98065
414950,4,2,2200,1,1918,98133
1.69E+06,4,4,4020,2,2001,98004
445000,3,3,2690,2,1994,98014
295000,3,2,1850,2,1974,98023
975000,4,2,2250,2,1912,98119
296500,3,2,1580,1,1961,98055
440000,4,3,2030,1,1979,98077
420000,5,2,1890,1,1962,98034
302000,3,3,2140,2,1994,98092
350000,4,2,1770,1,1986,98058
667000,3,2,3320,2,1933,98022
645000,3,2,1640,1,1941,98103
430000,4,3,1820,1,1988,98056
413000,4,1,1410,1,1925,98126
420000,3,1,1240,1,1968,98033
495000,3,2,1780,1,1979,98052
2.19E+06,4,5,4240,2,2004,98039
965000,4,3,3570,2,1990,98075
500000,4,3,1900,1,2008,98133
